订单编号,总金额,买家实际支付金额,收货地址 ,订单创建时间,订单付款时间 ,退款金额
13023,535.0,535.0,浙江省,2020-02-26 19:54:20,2020-02-26 19:54:31,0.0
13024,114.0,0.0,江苏省,2020-02-26 19:53:47,,0.0
13025,85.0,85.0,广东省,2020-02-26 19:53:00,2020-02-26 19:53:45,0.0
13026,37.0,37.0,浙江省,2020-02-26 19:52:49,2020-02-26 19:52:52,0.0
13027,53.0,53.0,山东省,2020-02-26 19:52:25,2020-02-26 19:52:30,0.0
13028,37.0,37.0,福建省,2020-02-26 19:51:55,2020-02-26 19:52:06,0.0
13029,85.0,85.0,江苏省,2020-02-26 19:51:14,2020-02-26 19:51:16,0.0
13030,119.0,0.0,湖南省,2020-02-26 19:50:55,,0.0
13031,37.0,0.0,河南省,2020-02-26 19:50:54,,0.0
13032,69.0,69.0,北京,2020-02-26 19:50:52,2020-02-26 19:50:58,0.0
13033,69.0,69.0,四川省,2020-02-26 19:50:42,2020-02-26 19:50:58,0.0
13034,32.0,32.0,天津,2020-02-26 19:50:30,2020-02-26 20:22:06,0.0
13035,112.0,112.0,上海,2020-02-26 19:50:01,2020-02-26 19:50:13,0.0
13036,104.0,104.0,四川省,2020-02-26 19:49:55,2020-02-26 19:50:04,0.0
13037,336.0,0.0,广东省,2020-02-26 19:49:37,2020-02-26 20:08:23,336.0
13038,37.0,0.0,浙江省,2020-02-26 19:49:16,,0.0
13039,53.0,0.0,山东省,2020-02-26 19:48:40,2020-02-26 19:48:44,53.0
13040,83.0,0.0,辽宁省,2020-02-26 19:48:14,2020-02-26 19:48:21,83.0
13041,37.0,37.0,江苏省,2020-02-26 19:47:16,2020-02-26 19:47:21,0.0
13042,120.0,120.0,上海,2020-02-26 19:47:10,2020-02-26 19:47:17,0.0
13043,77.0,77.0,四川省,2020-02-26 19:46:19,2020-02-26 19:47:55,0.0
13044,224.0,224.0,内蒙古自治区,2020-02-26 19:45:47,2020-02-26 19:47:00,0.0
13045,160.0,0.0,山东省,2020-02-26 19:45:23,2020-02-26 19:45:40,160.0
13046,81.0,81.0,山东省,2020-02-26 19:43:40,2020-02-26 20:02:54,0.0
13047,134.0,0.0,广西壮族自治区,2020-02-26 19:42:52,2020-02-26 19:42:55,134.0
13048,77.0,0.0,云南省,2020-02-26 19:42:51,2020-02-26 19:43:01,77.0
13049,81.0,0.0,山东省,2020-02-26 19:42:27,,0.0
13050,64.0,0.0,内蒙古自治区,2020-02-26 19:41:04,,0.0
13051,208.0,208.0,江苏省,2020-02-26 19:39:41,2020-02-26 19:40:34,0.0
13052,104.0,104.0,上海,2020-02-26 19:39:40,2020-02-26 19:39:46,0.0
13053,119.0,119.0,四川省,2020-02-26 19:39:36,2020-02-26 19:39:42,0.0
13054,264.0,0.0,内蒙古自治区,2020-02-26 19:39:23,2020-02-26 19:39:43,264.0
13055,45.0,0.0,安徽省,2020-02-26 19:38:36,2020-02-26 19:38:47,45.0
13056,85.0,85.0,黑龙江省,2020-02-26 19:38:03,2020-02-26 19:38:11,0.0
13057,91.0,0.0,福建省,2020-02-26 19:36:53,,0.0
13058,69.0,69.0,重庆,2020-02-26 19:36:34,2020-02-26 19:36:42,0.0
13059,21.0,21.0,广东省,2020-02-26 19:36:13,2020-02-26 19:36:17,0.0
13060,37.0,0.0,浙江省,2020-02-26 19:36:12,,0.0
13061,45.0,45.0,贵州省,2020-02-26 19:35:38,2020-02-26 19:35:52,0.0
13062,101.0,101.0,广东省,2020-02-26 19:35:31,2020-02-26 19:36:31,0.0
13063,37.0,37.0,山东省,2020-02-26 19:35:11,2020-02-26 19:35:30,0.0
13064,37.0,37.0,河北省,2020-02-26 19:34:57,2020-02-26 19:35:13,0.0
13065,21.0,0.0,广东省,2020-02-26 19:34:49,,0.0
13066,45.0,45.0,上海,2020-02-26 19:34:25,2020-02-26 19:34:31,0.0
13067,128.0,32.0,山东省,2020-02-26 19:34:17,2020-02-26 19:34:45,96.0
13068,152.0,152.0,贵州省,2020-02-26 19:33:46,2020-02-26 19:33:59,0.0
13069,37.0,37.0,陕西省,2020-02-26 19:33:09,2020-02-26 19:33:14,0.0
13070,37.0,0.0,广东省,2020-02-26 19:32:44,2020-02-26 19:32:50,37.0
13071,128.0,128.0,湖南省,2020-02-26 19:31:36,2020-02-26 19:31:44,0.0
13072,183.0,183.0,辽宁省,2020-02-26 19:31:16,2020-02-26 19:31:29,0.0
13073,69.0,69.0,北京,2020-02-26 19:30:26,2020-02-26 19:30:37,0.0
13074,21.0,0.0,广东省,2020-02-26 19:30:14,,0.0
13075,112.0,112.0,北京,2020-02-26 19:29:41,2020-02-26 19:29:48,0.0
13076,69.0,69.0,上海,2020-02-26 19:29:20,2020-02-26 19:29:25,0.0
13077,101.0,101.0,辽宁省,2020-02-26 19:28:28,2020-02-26 19:28:41,0.0
13078,69.0,69.0,上海,2020-02-26 19:28:23,2020-02-26 19:28:34,0.0
13079,112.0,112.0,广东省,2020-02-26 19:28:08,2020-02-26 19:30:29,0.0
13080,37.0,17.0,江西省,2020-02-26 19:27:37,2020-02-26 19:33:23,20.0
13081,45.0,45.0,上海,2020-02-26 19:27:27,2020-02-26 19:27:33,0.0
13082,168.0,168.0,河南省,2020-02-26 19:27:14,2020-02-26 19:27:20,0.0
13083,168.0,168.0,重庆,2020-02-26 19:26:36,2020-02-26 19:26:40,0.0
13084,168.0,0.0,重庆,2020-02-26 19:26:01,,0.0
13085,69.0,69.0,浙江省,2020-02-26 19:25:11,2020-02-26 19:25:16,0.0
13086,32.0,32.0,湖南省,2020-02-26 19:25:09,2020-02-26 19:27:07,0.0
13087,112.0,112.0,河北省,2020-02-26 19:25:06,2020-02-26 19:25:18,0.0
13088,69.0,69.0,广东省,2020-02-26 19:25:05,2020-02-26 19:25:10,0.0
13089,43.0,43.0,广东省,2020-02-26 19:24:55,2020-02-26 19:25:10,0.0
13090,104.0,104.0,辽宁省,2020-02-26 19:22:57,2020-02-26 19:23:03,0.0
13091,66.0,66.0,四川省,2020-02-26 19:22:28,2020-02-26 19:22:35,0.0
13092,119.0,119.0,山东省,2020-02-26 19:22:07,2020-02-26 19:22:19,0.0
13093,69.0,69.0,四川省,2020-02-26 19:21:01,2020-02-26 19:21:07,0.0
13094,21.0,21.0,浙江省,2020-02-26 19:21:00,2020-02-26 19:21:08,0.0
13095,37.0,37.0,贵州省,2020-02-26 19:20:25,2020-02-26 19:20:35,0.0
13096,128.0,0.0,江苏省,2020-02-26 19:18:30,,0.0
13097,69.0,69.0,广东省,2020-02-26 19:18:26,2020-02-26 19:20:06,0.0
13098,120.0,120.0,广东省,2020-02-26 19:17:58,2020-02-26 19:18:31,0.0
13099,104.0,104.0,北京,2020-02-26 19:15:44,2020-02-26 19:15:49,0.0
13100,120.0,120.0,河南省,2020-02-26 19:15:28,2020-02-26 19:15:38,0.0
13101,37.0,37.0,湖南省,2020-02-26 19:15:23,2020-02-26 19:15:27,0.0
13102,119.0,119.0,天津,2020-02-26 19:15:20,2020-02-26 19:15:24,0.0
13103,112.0,112.0,北京,2020-02-26 19:15:00,2020-02-26 19:15:10,0.0
13104,43.0,0.0,云南省,2020-02-26 19:14:49,2020-02-26 19:14:54,43.0
13105,21.0,21.0,甘肃省,2020-02-26 19:14:28,2020-02-26 19:14:34,0.0
13106,53.0,53.0,广东省,2020-02-26 19:13:00,2020-02-26 19:16:21,0.0
13107,119.0,119.0,山东省,2020-02-26 19:12:55,2020-02-26 19:13:49,0.0
13108,75.0,75.0,河北省,2020-02-26 19:12:20,2020-02-26 19:12:26,0.0
13109,69.0,69.0,云南省,2020-02-26 19:11:31,2020-02-26 19:11:34,0.0
13110,192.0,64.0,广西壮族自治区,2020-02-26 19:11:21,2020-02-26 19:11:25,128.0
13111,112.0,0.0,山东省,2020-02-26 19:10:58,2020-02-26 19:11:02,112.0
13112,69.0,69.0,黑龙江省,2020-02-26 19:10:52,2020-02-26 19:11:40,0.0
13113,37.0,37.0,重庆,2020-02-26 19:09:59,2020-02-26 19:10:25,0.0
13114,45.0,45.0,北京,2020-02-26 19:09:16,2020-02-26 19:09:32,0.0
13115,37.0,0.0,广东省,2020-02-26 19:08:20,,0.0
13116,159.0,159.0,江苏省,2020-02-26 19:08:07,2020-02-26 19:08:16,0.0
13117,53.0,53.0,山东省,2020-02-26 19:06:58,2020-02-26 19:07:05,0.0
13118,119.0,119.0,吉林省,2020-02-26 19:06:23,2020-02-26 19:06:57,0.0
13119,85.0,0.0,广东省,2020-02-26 19:06:11,,0.0
13120,119.0,0.0,上海,2020-02-26 19:05:59,,0.0
13121,69.0,69.0,河南省,2020-02-26 19:05:57,2020-02-26 19:06:12,0.0
13122,69.0,69.0,广东省,2020-02-26 19:05:26,2020-02-26 19:47:09,0.0
13123,85.0,85.0,辽宁省,2020-02-26 19:03:28,2020-02-26 19:03:35,0.0
13124,124.0,124.0,湖南省,2020-02-26 19:03:20,2020-02-26 19:03:26,0.0
13125,104.0,104.0,北京,2020-02-26 19:02:57,2020-02-26 19:03:02,0.0
13126,37.0,0.0,湖南省,2020-02-26 19:02:46,2020-02-26 19:03:25,37.0
13127,232.0,0.0,广东省,2020-02-26 19:01:22,,0.0
13128,21.0,0.0,河南省,2020-02-26 19:00:42,,0.0
13129,128.0,0.0,江苏省,2020-02-26 18:59:46,2020-02-26 18:59:51,128.0
13130,119.0,119.0,上海,2020-02-26 18:59:24,2020-02-26 18:59:36,0.0
13131,69.0,69.0,湖南省,2020-02-26 18:58:18,2020-02-26 18:58:21,0.0
13132,168.0,0.0,四川省,2020-02-26 18:58:12,2020-02-26 18:58:19,168.0
13133,69.0,0.0,河北省,2020-02-26 18:57:23,2020-02-26 18:57:29,69.0
13134,432.0,432.0,北京,2020-02-26 18:56:44,2020-02-26 18:56:51,0.0
13135,112.0,112.0,浙江省,2020-02-26 18:56:37,2020-02-26 18:56:42,0.0
13136,85.0,85.0,上海,2020-02-26 18:56:11,2020-02-26 18:59:38,0.0
13137,45.0,0.0,河南省,2020-02-26 18:55:59,2020-02-26 18:56:13,45.0
13138,112.0,0.0,天津,2020-02-26 18:55:19,2020-02-26 18:58:14,112.0
13139,101.0,101.0,河南省,2020-02-26 18:55:15,2020-02-26 18:55:20,0.0
13140,37.0,0.0,广东省,2020-02-26 18:54:41,2020-02-26 18:55:00,37.0
13141,81.0,81.0,河南省,2020-02-26 18:52:00,2020-02-26 18:52:10,0.0
13142,119.0,119.0,山东省,2020-02-26 18:51:21,2020-02-26 18:51:37,0.0
13143,37.0,0.0,内蒙古自治区,2020-02-26 18:50:19,2020-02-26 18:50:26,37.0
13144,151.0,0.0,天津,2020-02-26 18:49:32,2020-02-26 18:50:35,151.0
13145,336.0,0.0,上海,2020-02-26 18:48:52,2020-02-26 18:49:04,336.0
13146,69.0,69.0,山西省,2020-02-26 18:48:15,2020-02-26 18:48:23,0.0
13147,37.0,0.0,山东省,2020-02-26 18:48:11,2020-02-26 18:48:19,37.0
13148,37.0,0.0,浙江省,2020-02-26 18:46:00,2020-02-26 18:47:41,37.0
13149,45.0,45.0,广东省,2020-02-26 18:45:56,2020-02-26 18:45:59,0.0
13150,37.0,37.0,江西省,2020-02-26 18:43:43,2020-02-26 18:43:49,0.0
13151,119.0,0.0,山西省,2020-02-26 18:43:15,2020-02-26 18:43:22,119.0
13152,69.0,0.0,上海,2020-02-26 18:42:41,2020-02-26 18:42:47,69.0
13153,168.0,168.0,内蒙古自治区,2020-02-26 18:42:37,2020-02-26 18:42:49,0.0
13154,37.0,37.0,江苏省,2020-02-26 18:42:33,2020-02-26 18:42:40,0.0
13155,37.0,0.0,江西省,2020-02-26 18:41:41,,0.0
13156,119.0,119.0,河南省,2020-02-26 18:40:11,2020-02-26 18:40:19,0.0
13157,69.0,69.0,江苏省,2020-02-26 18:39:59,2020-02-26 18:40:30,0.0
13158,112.0,0.0,福建省,2020-02-26 18:39:10,2020-02-26 18:39:16,112.0
13159,101.0,101.0,吉林省,2020-02-26 18:38:11,2020-02-26 18:38:57,0.0
13160,37.0,0.0,辽宁省,2020-02-26 18:37:42,2020-02-26 18:37:48,37.0
13161,69.0,0.0,江苏省,2020-02-26 18:37:34,2020-02-26 18:37:42,69.0
13162,102.0,102.0,四川省,2020-02-26 18:37:00,2020-02-26 18:37:10,0.0
13163,43.0,43.0,山东省,2020-02-26 18:36:48,2020-02-26 18:37:05,0.0
13164,69.0,69.0,上海,2020-02-26 18:36:02,2020-02-26 18:36:17,0.0
13165,101.0,101.0,重庆,2020-02-26 18:35:19,2020-02-26 18:35:53,0.0
13166,37.0,37.0,江苏省,2020-02-26 18:34:55,2020-02-26 18:35:00,0.0
13167,37.0,37.0,河北省,2020-02-26 18:33:09,2020-02-26 18:33:42,0.0
13168,204.0,204.0,广东省,2020-02-26 18:32:55,2020-02-26 20:18:05,0.0
13169,104.0,104.0,四川省,2020-02-26 18:32:46,2020-02-26 18:32:55,0.0
13170,69.0,69.0,四川省,2020-02-26 18:30:52,2020-02-26 18:30:56,0.0
13171,101.0,101.0,山西省,2020-02-26 18:30:41,2020-02-26 18:30:45,0.0
13172,151.0,151.0,四川省,2020-02-26 18:30:34,2020-02-26 18:30:40,0.0
13173,43.0,43.0,上海,2020-02-26 18:30:33,2020-02-26 18:30:37,0.0
13174,37.0,0.0,吉林省,2020-02-26 18:29:54,,0.0
13175,101.0,101.0,山东省,2020-02-26 18:29:50,2020-02-26 18:30:09,0.0
13176,37.0,0.0,吉林省,2020-02-26 18:29:38,,0.0
13177,160.0,160.0,吉林省,2020-02-26 18:29:33,2020-02-26 18:29:39,0.0
13178,85.0,85.0,浙江省,2020-02-26 18:28:22,2020-02-26 18:28:37,0.0
13179,45.0,0.0,湖南省,2020-02-26 18:28:10,,0.0
13180,101.0,101.0,上海,2020-02-26 18:27:53,2020-02-26 18:27:58,0.0
13181,37.0,37.0,北京,2020-02-26 18:27:19,2020-02-26 18:27:23,0.0
13182,43.0,0.0,山东省,2020-02-26 18:26:50,,0.0
13183,34.0,34.0,四川省,2020-02-26 18:26:37,2020-02-26 18:27:24,0.0
13184,128.0,64.0,山东省,2020-02-26 18:26:01,2020-02-26 18:26:18,64.0
13185,77.0,77.0,重庆,2020-02-26 18:25:59,2020-02-26 18:26:30,0.0
13186,37.0,37.0,陕西省,2020-02-26 18:21:30,2020-02-26 18:30:27,0.0
13187,77.0,77.0,陕西省,2020-02-26 18:21:06,2020-02-26 18:21:10,0.0
13188,43.0,43.0,广西壮族自治区,2020-02-26 18:21:06,2020-02-27 16:11:58,0.0
13189,37.0,37.0,四川省,2020-02-26 18:20:44,2020-02-26 18:20:47,0.0
13190,69.0,69.0,天津,2020-02-26 18:19:40,2020-02-26 18:20:52,0.0
13191,37.0,0.0,上海,2020-02-26 18:18:05,,0.0
13192,69.0,69.0,浙江省,2020-02-26 18:17:11,2020-02-26 18:18:59,0.0
13193,128.0,128.0,浙江省,2020-02-26 18:16:56,2020-02-26 18:17:03,0.0
13194,104.0,0.0,北京,2020-02-26 18:16:29,2020-02-26 18:16:34,104.0
13195,37.0,37.0,广东省,2020-02-26 18:15:47,2020-02-26 18:15:52,0.0
13196,53.0,53.0,四川省,2020-02-26 18:15:45,2020-02-26 18:15:53,0.0
13197,215.0,215.0,河北省,2020-02-26 18:15:33,2020-02-26 18:15:55,0.0
13198,295.0,295.0,天津,2020-02-26 18:15:30,2020-02-26 18:15:40,0.0
13199,77.0,0.0,上海,2020-02-26 18:14:35,2020-02-26 18:15:06,77.0
13200,119.0,119.0,广东省,2020-02-26 18:12:54,2020-02-26 18:12:59,0.0
13201,128.0,128.0,辽宁省,2020-02-26 18:12:31,2020-02-26 18:12:50,0.0
13202,37.0,0.0,广东省,2020-02-26 18:11:04,2020-02-26 18:11:11,37.0
13203,101.0,101.0,甘肃省,2020-02-26 18:11:00,2020-02-26 18:11:09,0.0
13204,311.0,311.0,上海,2020-02-26 18:10:26,2020-02-26 18:10:41,0.0
13205,45.0,45.0,山东省,2020-02-26 18:10:13,2020-02-26 18:11:00,0.0
13206,69.0,69.0,江苏省,2020-02-26 18:09:51,2020-02-26 18:09:55,0.0
13207,45.0,45.0,陕西省,2020-02-26 18:08:19,2020-02-26 18:08:54,0.0
13208,37.0,0.0,内蒙古自治区,2020-02-26 18:07:50,,0.0
13209,45.0,45.0,四川省,2020-02-26 18:07:38,2020-02-26 18:07:43,0.0
13210,104.0,0.0,辽宁省,2020-02-26 18:06:50,2020-02-26 18:06:57,104.0
13211,102.0,94.0,上海,2020-02-26 18:06:35,2020-02-26 18:06:52,8.0
13212,37.0,0.0,四川省,2020-02-26 18:06:05,,0.0
13213,45.0,45.0,广东省,2020-02-26 18:06:04,2020-02-26 18:06:12,0.0
13214,37.0,0.0,贵州省,2020-02-26 18:05:26,2020-02-26 18:05:30,37.0
13215,112.0,0.0,北京,2020-02-26 18:04:48,,0.0
13216,37.0,37.0,上海,2020-02-26 18:04:32,2020-02-26 18:04:39,0.0
13217,37.0,37.0,上海,2020-02-26 18:03:35,2020-02-26 18:03:41,0.0
13218,37.0,0.0,贵州省,2020-02-26 18:03:20,2020-02-26 18:03:28,37.0
13219,160.0,160.0,上海,2020-02-26 18:03:12,2020-02-26 18:03:20,0.0
13220,37.0,37.0,重庆,2020-02-26 18:02:25,2020-02-26 18:02:28,0.0
13221,119.0,119.0,上海,2020-02-26 18:00:19,2020-02-26 18:00:28,0.0
13222,37.0,37.0,河北省,2020-02-26 17:59:22,2020-02-26 17:59:28,0.0
13223,45.0,45.0,四川省,2020-02-26 17:59:19,2020-02-26 17:59:31,0.0
13224,119.0,119.0,辽宁省,2020-02-26 17:58:37,2020-02-26 17:58:44,0.0
13225,77.0,77.0,北京,2020-02-26 17:58:33,2020-02-26 17:58:46,0.0
13226,119.0,0.0,四川省,2020-02-26 17:58:32,2020-02-26 17:58:35,119.0
13227,104.0,0.0,北京,2020-02-26 17:58:31,2020-02-26 17:58:38,104.0
13228,109.0,109.0,重庆,2020-02-26 17:58:03,2020-02-26 17:58:21,0.0
13229,144.0,144.0,上海,2020-02-26 17:56:30,2020-02-26 17:56:38,0.0
13230,45.0,45.0,广东省,2020-02-26 17:55:32,2020-02-26 17:55:45,0.0
13231,136.0,136.0,湖南省,2020-02-26 17:55:27,2020-02-26 17:55:31,0.0
13232,168.0,168.0,北京,2020-02-26 17:54:46,2020-02-26 17:54:56,0.0
13233,114.0,114.0,贵州省,2020-02-26 17:54:17,2020-02-26 17:54:27,0.0
13234,21.0,0.0,广东省,2020-02-26 17:53:34,,0.0
13235,45.0,45.0,福建省,2020-02-26 17:53:11,2020-02-26 17:53:18,0.0
13236,69.0,69.0,湖南省,2020-02-26 17:52:39,2020-02-26 17:52:49,0.0
13237,119.0,119.0,安徽省,2020-02-26 17:52:04,2020-02-26 17:52:13,0.0
13238,45.0,0.0,四川省,2020-02-26 17:49:43,2020-02-26 17:49:50,45.0
13239,37.0,37.0,重庆,2020-02-26 17:49:33,2020-02-26 17:49:43,0.0
13240,119.0,119.0,浙江省,2020-02-26 17:49:16,2020-02-26 17:50:09,0.0
13241,45.0,45.0,北京,2020-02-26 17:48:54,2020-02-26 17:49:07,0.0
13242,69.0,69.0,北京,2020-02-26 17:48:47,2020-02-26 17:49:00,0.0
13243,168.0,168.0,北京,2020-02-26 17:48:37,2020-02-26 17:48:43,0.0
13244,119.0,119.0,江西省,2020-02-26 17:48:30,2020-02-26 17:48:35,0.0
13245,45.0,0.0,四川省,2020-02-26 17:48:25,,0.0
13246,21.0,0.0,四川省,2020-02-26 17:47:54,,0.0
13247,53.0,53.0,河南省,2020-02-26 17:47:46,2020-02-26 17:47:55,0.0
13248,119.0,119.0,海南省,2020-02-26 17:47:26,2020-02-26 17:47:34,0.0
13249,45.0,45.0,贵州省,2020-02-26 17:47:12,2020-02-26 17:47:20,0.0
13250,69.0,69.0,江西省,2020-02-26 17:47:11,2020-02-26 17:47:23,0.0
13251,45.0,45.0,山西省,2020-02-26 17:47:06,2020-02-26 17:47:15,0.0
13252,144.0,144.0,广西壮族自治区,2020-02-26 17:46:57,2020-02-26 17:47:05,0.0
13253,101.0,0.0,广东省,2020-02-26 17:46:25,,0.0
13254,200.0,0.0,上海,2020-02-26 17:45:39,,0.0
13255,43.0,43.0,山东省,2020-02-26 17:45:35,2020-02-26 18:02:00,0.0
13256,128.0,128.0,天津,2020-02-26 17:45:21,2020-02-26 17:45:38,0.0
13257,21.0,0.0,四川省,2020-02-26 17:45:10,,0.0
13258,21.0,0.0,浙江省,2020-02-26 17:45:02,2020-02-26 17:45:12,21.0
13259,128.0,128.0,安徽省,2020-02-26 17:44:22,2020-02-26 17:47:19,0.0
13260,101.0,101.0,上海,2020-02-26 17:42:22,2020-02-26 17:42:28,0.0
13261,69.0,69.0,重庆,2020-02-26 17:42:19,2020-02-26 17:42:25,0.0
13262,37.0,37.0,上海,2020-02-26 17:41:52,2020-02-26 17:42:00,0.0
13263,21.0,21.0,四川省,2020-02-26 17:41:30,2020-02-26 17:41:40,0.0
13264,21.0,21.0,河北省,2020-02-26 17:40:10,2020-02-26 17:40:17,0.0
13265,128.0,128.0,湖南省,2020-02-26 17:39:27,2020-02-26 17:39:34,0.0
13266,21.0,0.0,北京,2020-02-26 17:38:50,,0.0
13267,128.0,128.0,浙江省,2020-02-26 17:38:34,2020-02-26 17:38:40,0.0
13268,96.0,96.0,江西省,2020-02-26 17:38:18,2020-02-26 19:09:17,0.0
13269,140.0,140.0,北京,2020-02-26 17:37:43,2020-02-26 17:38:04,0.0
13270,160.0,0.0,上海,2020-02-26 17:37:34,,0.0
13271,37.0,37.0,上海,2020-02-26 17:37:10,2020-02-26 17:37:22,0.0
13272,85.0,5.0,上海,2020-02-26 17:36:59,2020-02-26 17:45:37,80.0
13273,37.0,0.0,四川省,2020-02-26 17:36:20,2020-02-26 17:36:26,37.0
13274,45.0,45.0,海南省,2020-02-26 17:36:13,2020-02-26 17:36:24,0.0
13275,102.0,0.0,山西省,2020-02-26 17:35:50,2020-02-26 17:36:02,102.0
13276,21.0,21.0,安徽省,2020-02-26 17:35:43,2020-02-26 17:35:53,0.0
13277,104.0,0.0,江苏省,2020-02-26 17:35:35,2020-02-26 17:35:40,104.0
13278,168.0,168.0,江西省,2020-02-26 17:35:29,2020-02-26 17:35:36,0.0
13279,119.0,119.0,重庆,2020-02-26 17:33:17,2020-02-26 17:33:21,0.0
13280,357.0,357.0,上海,2020-02-26 17:33:00,2020-02-26 17:33:10,0.0
13281,114.0,114.0,山西省,2020-02-26 17:32:30,2020-02-26 17:32:43,0.0
13282,77.0,0.0,四川省,2020-02-26 17:32:07,2020-02-26 17:32:13,77.0
13283,37.0,0.0,山西省,2020-02-26 17:32:07,2020-02-26 17:32:17,37.0
13284,37.0,0.0,江西省,2020-02-26 17:32:07,2020-02-26 17:32:11,37.0
13285,37.0,37.0,上海,2020-02-26 17:30:48,2020-02-26 17:31:00,0.0
13286,37.0,0.0,湖南省,2020-02-26 17:30:03,,0.0
13287,45.0,45.0,江苏省,2020-02-26 17:29:46,2020-02-26 17:30:45,0.0
13288,21.0,21.0,重庆,2020-02-26 17:29:31,2020-02-26 17:29:40,0.0
13289,230.0,230.0,吉林省,2020-02-26 17:29:22,2020-02-26 17:29:49,0.0
13290,156.0,138.8,重庆,2020-02-26 17:28:50,2020-02-26 17:28:55,17.2
13291,37.0,37.0,辽宁省,2020-02-26 17:25:57,2020-02-26 17:26:01,0.0
13292,85.0,85.0,山东省,2020-02-26 17:25:38,2020-02-26 17:25:43,0.0
13293,77.0,0.0,辽宁省,2020-02-26 17:24:46,2020-02-26 17:24:54,77.0
13294,21.0,0.0,浙江省,2020-02-26 17:24:11,,0.0
13295,144.0,144.0,上海,2020-02-26 17:23:43,2020-02-26 17:23:46,0.0
13296,21.0,21.0,四川省,2020-02-26 17:23:06,2020-02-26 17:23:11,0.0
13297,69.0,5.0,黑龙江省,2020-02-26 17:22:41,2020-02-26 17:22:50,64.0
13298,69.0,0.0,黑龙江省,2020-02-26 17:22:03,,0.0
13299,21.0,0.0,云南省,2020-02-26 17:21:49,,0.0
13300,53.0,53.0,山东省,2020-02-26 17:21:38,2020-02-26 17:22:10,0.0
13301,37.0,37.0,福建省,2020-02-26 17:21:28,2020-02-26 17:22:59,0.0
13302,45.0,45.0,甘肃省,2020-02-26 17:21:18,2020-02-26 17:21:28,0.0
13303,136.0,136.0,重庆,2020-02-26 17:20:39,2020-02-26 17:20:46,0.0
13304,119.0,119.0,安徽省,2020-02-26 17:20:27,2020-02-26 17:20:31,0.0
13305,119.0,119.0,浙江省,2020-02-26 17:19:43,2020-02-26 17:19:52,0.0
13306,77.0,0.0,江苏省,2020-02-26 17:19:25,2020-02-26 17:19:28,77.0
13307,118.0,0.0,重庆,2020-02-26 17:19:18,2020-02-26 17:19:25,118.0
13308,128.0,0.0,贵州省,2020-02-26 17:18:46,2020-02-26 17:18:49,128.0
13309,302.0,302.0,天津,2020-02-26 17:18:39,2020-02-26 17:19:52,0.0
13310,43.0,43.0,海南省,2020-02-26 17:18:32,2020-02-26 17:18:38,0.0
13311,45.0,45.0,上海,2020-02-26 17:17:48,2020-02-26 17:18:03,0.0
13312,128.0,128.0,四川省,2020-02-26 17:17:25,2020-02-26 17:17:31,0.0
13313,85.0,53.0,河北省,2020-02-26 17:16:55,2020-02-26 17:17:03,32.0
13314,43.0,43.0,上海,2020-02-26 17:16:39,2020-02-26 17:16:43,0.0
13315,184.0,0.0,河南省,2020-02-26 17:16:01,2020-02-26 17:16:08,184.0
13316,53.0,53.0,上海,2020-02-26 17:15:07,2020-02-26 17:15:13,0.0
13317,164.0,0.0,四川省,2020-02-26 17:14:49,,0.0
13318,69.0,0.0,湖南省,2020-02-26 17:14:49,2020-02-26 17:14:53,69.0
13319,128.0,118.0,吉林省,2020-02-26 17:14:34,2020-02-26 17:14:56,10.0
13320,104.0,0.0,湖北省,2020-02-26 17:14:29,2020-02-26 17:14:36,104.0
13321,128.0,0.0,四川省,2020-02-26 17:14:22,2020-02-26 17:14:32,128.0
13322,128.0,128.0,辽宁省,2020-02-26 17:13:41,2020-02-26 17:13:53,0.0
13323,45.0,45.0,陕西省,2020-02-26 17:13:30,2020-02-26 17:13:42,0.0
13324,53.0,53.0,四川省,2020-02-26 17:12:36,2020-02-26 17:12:41,0.0
13325,136.0,136.0,河南省,2020-02-26 17:11:57,2020-02-26 17:12:07,0.0
13326,69.0,69.0,广东省,2020-02-26 17:11:12,2020-02-26 17:11:18,0.0
13327,21.0,21.0,黑龙江省,2020-02-26 17:10:48,2020-02-26 17:11:01,0.0
13328,400.0,400.0,河南省,2020-02-26 17:10:35,2020-02-26 17:10:44,0.0
13329,37.0,37.0,海南省,2020-02-26 17:09:44,2020-02-26 17:10:10,0.0
13330,69.0,0.0,河南省,2020-02-26 17:09:18,,0.0
13331,45.0,45.0,河北省,2020-02-26 17:09:13,2020-02-26 17:09:27,0.0
13332,151.0,151.0,上海,2020-02-26 17:07:37,2020-02-26 17:07:41,0.0
13333,45.0,45.0,广东省,2020-02-26 17:07:13,2020-02-26 17:07:18,0.0
13334,37.0,37.0,四川省,2020-02-26 17:07:01,2020-02-26 17:07:06,0.0
13335,37.0,37.0,河南省,2020-02-26 17:06:22,2020-02-26 17:06:42,0.0
13336,53.0,53.0,河南省,2020-02-26 17:05:56,2020-02-26 17:06:03,0.0
13337,58.0,58.0,四川省,2020-02-26 17:05:48,2020-02-26 17:08:49,0.0
13338,21.0,0.0,江西省,2020-02-26 17:04:24,2020-02-26 17:05:44,21.0
13339,320.0,0.0,辽宁省,2020-02-26 17:04:19,2020-02-26 17:05:10,320.0
13340,64.0,64.0,江苏省,2020-02-26 17:04:19,2020-02-26 17:04:25,0.0
